Gene,Stable_ID,Band,GCpercent,Start,End,Strand,Chromosome
IKBKB,ENSG00000104365,p11.21,48.25,42271302,42332653,1.0,8
IKZF1,ENSG00000185811,p12.2,43.45,50304068,50405101,1.0,7
IKZF4,ENSG00000123411,q13.2,48.11,56007659,56038435,1.0,12
IL1A,ENSG00000115008,q14.1,39.9,112773925,112784493,-1.0,2
IL1B,ENSG00000125538,q14.1,45.51,112829751,112836816,-1.0,2
IL1F10,ENSG00000136697,q14.1,46.39,113067970,113075843,1.0,2
IL1R2,ENSG00000115590,q11.2,44.63,101991960,102028544,1.0,2
IL1RAPL1,ENSG00000169306,p21.3,36.16,28587446,29956718,1.0,X
IL1RAPL2,ENSG00000189108,q22.3,37.45,104566199,105767829,1.0,X
IL1RN,ENSG00000136689,q14.1,46.04,113107214,113134016,1.0,2
IL2,ENSG00000109471,q27,31.96,122451470,122456725,-1.0,4
IL2RA,ENSG00000134460,p15.1,44.48,6010689,6062370,-1.0,10
IL2RB,ENSG00000100385,q12.3,54.21,37125843,37175054,-1.0,22
IL2RG,ENSG00000147168,q13.1,49.71,71107404,71112108,-1.0,X
IL3RA,ENSG00000185291,p22.33,54.54,1336616,1382689,1.0,X
IL4,ENSG00000113520,q31.1,47.99,132673986,132682678,1.0,5
IL4I1,ENSG00000104951,q13.33,54.88,49889654,49929539,-1.0,19
IL4R,ENSG00000077238,p12.1,49.92,27313668,27364778,1.0,16
IL5,ENSG00000113525,q31.1,39.54,132541445,132556838,-1.0,5
IL5RA,ENSG00000091181,p26.2,41.97,3066326,3126613,-1.0,3
IL6,ENSG00000136244,p15.3,45.63,22725884,22732002,1.0,7
IL6ST,ENSG00000134352,q11.2,37.44,55935095,55995022,-1.0,5
IL7,ENSG00000104432,q21.13,35.46,78675743,78805523,-1.0,8
IL7R,ENSG00000168685,p13.2,39.18,35852695,35879603,1.0,5
IL10RA,ENSG00000110324,q23.3,49.19,117986370,118003037,1.0,11
IL10RB,ENSG00000243646,q22.11,46.78,33266367,33310187,1.0,21
IL12A,ENSG00000168811,q25.33,43.12,159988835,159996019,1.0,3
IL12B,ENSG00000113302,q33.3,41.83,159314780,159330487,-1.0,5
IL12RB1,ENSG00000096996,p13.11,51.1,18058995,18098944,-1.0,19
IL13,ENSG00000169194,q31.1,56.66,132656263,132661110,1.0,5
IL15,ENSG00000164136,q31.21,37.14,141636583,141733987,1.0,4
IL15RA,ENSG00000134470,p15.1,48.47,5943639,5978187,-1.0,10
IL17B,ENSG00000127743,q32,48.59,149371324,149404202,-1.0,5
IL17D,ENSG00000172458,q12.11,52.71,20702127,20723098,1.0,13
IL17RA,ENSG00000177663,q11.1,50.68,17084954,17115694,1.0,22
IL17RB,ENSG00000056736,p21.1,45.39,53846568,53865794,1.0,3
IL17RC,ENSG00000163702,p25.3,51.21,9917074,9933630,1.0,3
IL17RD,ENSG00000144730,p14.3,45.0,57089982,57170306,-1.0,3
IL17RE,ENSG00000163701,p25.3,51.85,9902612,9916402,1.0,3
IL17REL,ENSG00000188263,q13.33,58.65,49994513,50012659,-1.0,22
IL18,ENSG00000150782,q23.1,39.22,112143253,112164096,-1.0,11
IL18BP,ENSG00000137496,q13.4,57.1,71998613,72005715,1.0,11
IL20RA,ENSG00000016402,q23.3,41.2,136999971,137045180,-1.0,6
IL20RB,ENSG00000174564,q22.3,41.89,136946230,137011085,1.0,3
IL21,ENSG00000138684,q27,36.97,122610108,122621066,-1.0,4
IL21R,ENSG00000103522,p12.1,47.1,27402174,27452042,1.0,16
IL22,ENSG00000127318,q15,39.88,68248242,68253604,-1.0,12
IL22RA1,ENSG00000142677,p36.11,48.41,24119771,24143140,-1.0,1
IL22RA2,ENSG00000164485,q23.3,41.63,137143820,137173648,-1.0,6
IL23A,ENSG00000110944,q13.3,49.11,56334174,56340410,1.0,12
IL23R,ENSG00000162594,p31.3,39.96,67138907,67259979,1.0,1
IL26,ENSG00000111536,q15,36.28,68201349,68225810,-1.0,12
IL27,ENSG00000197272,p11.2,54.11,28499362,28512051,-1.0,16
IL27RA,ENSG00000104998,p13.12,51.73,14031762,14053218,1.0,19
IL31,ENSG00000204671,q24.31,49.2,122172029,122174221,-1.0,12
IL32,ENSG00000008517,p13.3,53.36,3065297,3082192,1.0,16
IL33,ENSG00000137033,p24.1,37.75,6215786,6257983,1.0,9
IL34,ENSG00000157368,q22.1,48.52,70579895,70660682,1.0,16
IL36A,ENSG00000136694,q14.1,42.19,113005459,113008044,1.0,2
IL36B,ENSG00000136696,q14.1,41.28,113022089,113052867,-1.0,2
IL36G,ENSG00000136688,q14.1,43.28,112973203,112985658,1.0,2
IL36RN,ENSG00000136695,q14.1,49.58,113058638,113065382,1.0,2
IL37,ENSG00000125571,q14.1,50.46,112912971,112918882,1.0,2
ILDR1,ENSG00000145103,q13.33,44.15,121987323,122022247,-1.0,3
ILF3,ENSG00000129351,p13.2,50.9,10654261,10692417,1.0,19
ILKAP,ENSG00000132323,q37.3,44.83,238170402,238203708,-1.0,2
IMMP1L,ENSG00000148950,p13,34.91,31432401,31509645,-1.0,11
IMMP2L,ENSG00000184903,q31.1,36.11,110662644,111562517,-1.0,7
IMMT,ENSG00000132305,p11.2,41.41,86143932,86195770,-1.0,2
IMP4,ENSG00000136718,q21.1,53.19,130342877,130347967,1.0,2
IMPA1,ENSG00000133731,q21.13,37.43,81656914,81686331,-1.0,8
IMPACT,ENSG00000154059,q11.2,38.32,24426634,24453531,1.0,18
IMPAD1,ENSG00000104331,q12.1,38.23,56957931,56993867,-1.0,8
IMPDH1,ENSG00000106348,q32.1,57.06,128392277,128410252,-1.0,7
IMPG2,ENSG00000081148,q12.3,37.6,101222546,101320575,-1.0,3
INA,ENSG00000148798,q24.33,45.93,103277138,103290346,1.0,10
INAFM1,ENSG00000257704,q13.32,70.32,47274885,47275723,1.0,19
INCENP,ENSG00000149503,q12.3,53.86,62123998,62153169,1.0,11
ING1,ENSG00000153487,q34,49.86,110712736,110723339,1.0,13
ING3,ENSG00000071243,q31.31,35.56,120950763,120977216,1.0,7
ING4,ENSG00000111653,p13.31,47.76,6650301,6663142,-1.0,12
ING5,ENSG00000168395,q37.3,51.69,241687085,241729478,1.0,2
INHBE,ENSG00000139269,q13.3,53.48,57452323,57459280,1.0,12
INIP,ENSG00000148153,q32,40.09,112683926,112718149,-1.0,9
INKA1,ENSG00000185614,p21.31,64.58,49803261,49805030,1.0,3
INO80B,ENSG00000115274,p13.1,53.01,74455087,74457944,1.0,2
INO80E,ENSG00000169592,p11.2,57.0,29995715,30005793,1.0,16
INPP4A,ENSG00000040933,q11.2,47.33,98444854,98594392,1.0,2
INPP5A,ENSG00000068383,q26.3,54.13,132537787,132783480,1.0,10
INPP5E,ENSG00000148384,q34.3,63.09,136428619,136439845,-1.0,9
INPP5F,ENSG00000198825,q26.11,41.23,119726042,119829147,1.0,10
INPP5J,ENSG00000185133,q12.2,55.87,31122731,31134697,1.0,22
INPP5K,ENSG00000132376,p13.3,53.76,1494577,1516742,-1.0,17
INPPL1,ENSG00000165458,q13.4,58.53,72223701,72239147,1.0,11
INSIG1,ENSG00000186480,q36.3,44.41,155297776,155310235,1.0,7
INSL3,ENSG00000248099,p13.11,53.07,17816512,17821574,-1.0,19
INSL4,ENSG00000120211,p24.1,39.94,5231419,5235304,1.0,9
INSL6,ENSG00000120210,p24.1,37.6,5123880,5185647,-1.0,9
INSM1,ENSG00000173404,p11.23,63.18,20368104,20370949,1.0,20
INSM2,ENSG00000168348,q13.2,57.49,35534164,35537054,1.0,14
INSR,ENSG00000171105,p13.2,47.51,7112255,7294414,-1.0,19
INSRR,ENSG00000027644,q23.1,55.62,156840063,156859117,-1.0,1
INSYN2B,ENSG00000204767,q35.1,43.5,169861303,169980495,-1.0,5
INTS1,ENSG00000164880,p22.3,63.53,1470277,1504389,-1.0,7
INTS4,ENSG00000149262,q14.1,40.73,77878720,77994671,-1.0,11
INTS5,ENSG00000185085,q12.3,54.61,62646848,62653302,-1.0,11
INTS6,ENSG00000102786,q14.3,36.13,51354077,51454264,-1.0,13
INTS7,ENSG00000143493,q32.3,38.12,211940399,212035557,-1.0,1
INTS9,ENSG00000104299,p21.1,42.01,28767661,28890242,-1.0,8
INTS10,ENSG00000104613,p21.3,40.98,19817391,19852083,1.0,8
INTS11,ENSG00000127054,p36.33,60.44,1311585,1324687,-1.0,1
INTS13,ENSG00000064102,p11.23,36.38,26905181,26938326,-1.0,12
INTS14,ENSG00000138614,q22.31,40.67,65578753,65611289,-1.0,15
INTU,ENSG00000164066,q28.1,37.11,127623271,127726737,1.0,4
IP6K1,ENSG00000176095,p21.31,44.81,49724294,49786542,-1.0,3
IP6K2,ENSG00000068745,p21.31,47.61,48688003,48740353,-1.0,3
IP6K3,ENSG00000161896,p21.31,53.34,33721662,33746905,-1.0,6
IPO4,ENSG00000196497,q12,58.1,24180219,24188869,-1.0,14
IPO5,ENSG00000065150,q32.2,40.27,97953658,98024296,1.0,13
IPO7,ENSG00000205339,p15.4,40.39,9384652,9448127,1.0,11
IPO8,ENSG00000133704,p11.21,35.88,30628988,30695869,-1.0,12
IPO13,ENSG00000117408,p34.1,51.63,43946950,43968022,1.0,1
IPPK,ENSG00000127080,q22.31,47.89,92613183,92670131,-1.0,9
IQCB1,ENSG00000173226,q13.33,36.52,121769761,121835079,-1.0,3
IQCC,ENSG00000160051,p35.2,55.4,32205661,32208687,1.0,1
IQCD,ENSG00000166578,q24.13,47.7,113195441,113221094,-1.0,12
IQCE,ENSG00000106012,p22.3,52.81,2558972,2614733,1.0,7
IQCF1,ENSG00000173389,p21.2,44.14,51894876,51903353,-1.0,3
IQCG,ENSG00000114473,q29,43.92,197889077,197960142,-1.0,3
IQCK,ENSG00000174628,p12.3,43.85,19716456,19858467,1.0,16
IQCN,ENSG00000130518,p13.11,55.8,18257097,18274509,-1.0,19
IQSEC1,ENSG00000144711,p25.1,53.38,12897043,13283281,-1.0,3
IQSEC2,ENSG00000124313,p11.22,49.7,53225828,53321350,-1.0,X
IQSEC3,ENSG00000120645,p13.33,52.3,66767,178455,1.0,12
IQUB,ENSG00000164675,q31.32,36.64,123452193,123535077,-1.0,7
IRAK3,ENSG00000090376,q14.3,39.98,66189195,66254622,1.0,12
IRF1,ENSG00000125347,q31.1,53.79,132481609,132490777,-1.0,5
IRF2BP1,ENSG00000170604,q13.32,68.55,45883608,45886141,-1.0,19
IRF2BP2,ENSG00000168264,q42.3,48.01,234604269,234609525,-1.0,1
IRF2BPL,ENSG00000119669,q24.3,62.84,77024543,77028708,-1.0,14
IRF6,ENSG00000117595,q32.2,44.95,209785617,209806175,-1.0,1
IRGC,ENSG00000124449,q13.31,58.44,43716076,43720021,1.0,19
IRGM,ENSG00000237693,q33.1,37.49,150846523,150900736,1.0,5
IRGQ,ENSG00000167378,q13.31,52.71,43584369,43596135,-1.0,19
IRS1,ENSG00000169047,q36.3,40.89,226731317,226799759,-1.0,2
IRS4,ENSG00000133124,q22.3,55.98,108732482,108736409,-1.0,X
IRX1,ENSG00000170549,p15.33,59.15,3595832,3601403,1.0,5
IRX3,ENSG00000177508,q12.2,64.52,54283304,54286787,-1.0,16
IRX5,ENSG00000176842,q12.2,59.4,54930865,54934485,1.0,16
IRX6,ENSG00000159387,q12.2,55.1,55324203,55330756,1.0,16
ISCA1,ENSG00000135070,q21.33,41.36,86264546,86283102,-1.0,9
ISCU,ENSG00000136003,q23.3,45.76,108562582,108569384,1.0,12
ISG15,ENSG00000187608,p36.33,56.44,1001138,1014540,1.0,1
ISG20L2,ENSG00000143319,q23.1,50.2,156721891,156728766,-1.0,1
ISL1,ENSG00000016082,q11.1,44.27,51383448,51394730,1.0,5
ISL2,ENSG00000159556,q24.3,59.44,76336773,76342475,1.0,15
ISLR,ENSG00000129009,q24.1,61.05,74173710,74176872,1.0,15
ISLR2,ENSG00000167178,q24.1,50.88,74100311,74138540,1.0,15
ISM1,ENSG00000101230,p12.1,44.2,13221274,13300651,1.0,20
ISM2,ENSG00000100593,q24.3,52.71,77474394,77498816,-1.0,14
ISX,ENSG00000175329,q12.3,47.22,35066136,35087387,1.0,22
ISY1,ENSG00000240682,q21.3,45.18,129127415,129161063,-1.0,3
ISYNA1,ENSG00000105655,p13.11,66.22,18434388,18438167,-1.0,19
ITCH,ENSG00000078747,q11.22,41.77,34363241,34540748,1.0,20
ITFG1,ENSG00000129636,q12.1,37.51,47154387,47464149,-1.0,16
ITFG2,ENSG00000111203,p13.33,50.2,2812622,2859791,1.0,12
ITGA1,ENSG00000213949,q11.2,36.8,52787916,52959209,1.0,5
ITGA2,ENSG00000164171,q11.2,38.01,52989340,53094779,1.0,5
ITGA3,ENSG00000005884,q21.33,52.64,50055968,50090481,1.0,17
ITGA4,ENSG00000115232,q31.3,36.03,181457202,181538940,1.0,2
ITGA9,ENSG00000144668,p22.2,44.64,37452115,37823507,1.0,3
ITGA11,ENSG00000137809,q23,49.23,68296532,68432163,-1.0,15
ITGAD,ENSG00000156886,p11.2,51.78,31393335,31426505,1.0,16
ITGAE,ENSG00000083457,p13.2,50.87,3714628,3801188,-1.0,17
ITGAL,ENSG00000005844,p11.2,50.45,30472719,30523185,1.0,16
ITGAM,ENSG00000169896,p11.2,43.36,31259967,31332892,1.0,16
ITGAV,ENSG00000138448,q32.1,35.78,186590056,186680901,1.0,2
ITGAX,ENSG00000140678,p11.2,52.2,31355134,31382999,1.0,16
ITGB1,ENSG00000150093,p11.22,39.15,32900318,33005792,-1.0,10
ITGB1BP1,ENSG00000119185,p25.1,45.09,9403475,9423547,-1.0,2
ITGB1BP2,ENSG00000147166,q13.1,46.36,71301750,71305371,1.0,X
ITGB3,ENSG00000259207,q21.32,46.53,47253827,47313743,1.0,17
ITGB3BP,ENSG00000142856,p31.3,36.68,63440770,63593721,-1.0,1
ITGB4,ENSG00000132470,q25.1,57.98,75721328,75757818,1.0,17
ITIH1,ENSG00000055957,p21.1,54.93,52777595,52792068,1.0,3
ITIH2,ENSG00000151655,p14,43.41,7703316,7749520,1.0,10
ITIH3,ENSG00000162267,p21.1,55.72,52794768,52809009,1.0,3
ITIH4,ENSG00000055955,p21.1,55.63,52812962,52830688,-1.0,3
ITK,ENSG00000113263,q33.3,41.46,157142933,157255185,1.0,5
ITM2A,ENSG00000078596,q21.1,36.96,79360384,79367667,-1.0,X
ITM2C,ENSG00000135916,q37.1,58.43,230864639,230879248,1.0,2
ITPA,ENSG00000125877,p13,50.89,3208868,3223870,1.0,20
ITPKB,ENSG00000143772,q42.12,49.82,226631690,226739323,-1.0,1
ITPKC,ENSG00000086544,q13.2,51.3,40717112,40740860,1.0,19
ITPR1,ENSG00000150995,p26.1,42.9,4493345,4847840,1.0,3
ITPR2,ENSG00000123104,p11.23,38.26,26335352,26833194,-1.0,12
ITPR3,ENSG00000096433,p21.31,55.13,33620365,33696574,1.0,6
ITPRIPL1,ENSG00000198885,q11.2,50.7,96325331,96330517,1.0,2
ITPRIPL2,ENSG00000205730,p12.3,49.31,19113932,19121629,1.0,16
ITSN1,ENSG00000205726,q22.11,42.47,33642400,33899861,1.0,21
IYD,ENSG00000009765,q25.1,41.6,150368892,150405969,1.0,6
IZUMO1,ENSG00000182264,q13.33,52.95,48740852,48746909,-1.0,19
IZUMO2,ENSG00000161652,q13.33,48.02,50152548,50163195,-1.0,19
IZUMO3,ENSG00000205442,p21.3,40.17,24542952,24545946,-1.0,9
JADE1,ENSG00000077684,q28.2,44.2,128809700,128875224,1.0,4
JADE2,ENSG00000043143,q31.1,53.79,134524312,134583230,1.0,5
JADE3,ENSG00000102221,p11.3,40.39,46912276,47061242,1.0,X
JAG1,ENSG00000101384,p12.2,47.45,10637684,10673999,-1.0,20
JAGN1,ENSG00000171135,p25.3,47.48,9890574,9894349,1.0,3
JAK1,ENSG00000162434,p31.3,42.71,64833229,65067754,-1.0,1
JAK2,ENSG00000096968,p24.1,37.57,4984390,5129948,1.0,9
JAK3,ENSG00000105639,p13.11,54.93,17824780,17848071,-1.0,19
JAKMIP1,ENSG00000152969,p16.1,49.33,6026199,6200591,-1.0,4
JAKMIP2,ENSG00000176049,q32,38.28,147585438,147782775,-1.0,5
JAKMIP3,ENSG00000188385,q26.3,52.78,132036336,132184858,1.0,10
JAM2,ENSG00000154721,q21.3,39.65,25639258,25717562,1.0,21
JAM3,ENSG00000166086,q25,41.93,134069071,134152001,1.0,11
JAML,ENSG00000160593,q23.3,44.1,118193725,118225094,-1.0,11
JARID2,ENSG00000008083,p22.3,43.92,15246069,15522042,1.0,6
JAZF1,ENSG00000153814,p15.1,41.44,27830573,28180795,-1.0,7
JCAD,ENSG00000165757,p11.23,44.39,30012803,30115494,-1.0,10
JCHAIN,ENSG00000132465,q13.3,37.02,70655541,70681817,-1.0,4
JHY,ENSG00000109944,q24.1,40.42,122882683,122963862,1.0,11
JKAMP,ENSG00000050130,q23.1,36.78,59484443,59505410,1.0,14
JMJD1C,ENSG00000171988,q21.3,38.11,63167221,63521850,-1.0,10
JMJD4,ENSG00000081692,q42.13,61.26,227730425,227735411,-1.0,1
JMJD6,ENSG00000070495,q25.1,48.83,76712832,76726799,-1.0,17
JMJD8,ENSG00000161999,p13.3,65.23,681670,684528,-1.0,16
JMY,ENSG00000152409,q14.1,40.21,79236131,79327211,1.0,5
JOSD1,ENSG00000100221,q13.1,47.81,38685543,38701556,-1.0,22
JPH1,ENSG00000104369,q21.11,39.8,74234700,74321540,-1.0,8
JPH2,ENSG00000149596,q13.12,47.95,44106590,44187188,-1.0,20
JPT1,ENSG00000189159,q25.1,46.27,75135248,75168281,-1.0,17
JPT2,ENSG00000206053,p13.3,47.78,1678256,1702280,1.0,16
JRKL,ENSG00000183340,q21,38.8,96389989,96507574,1.0,11
JTB,ENSG00000143543,q21.3,50.82,153974269,153977674,-1.0,1
JUN,ENSG00000177606,p32.1,56.13,58780791,58784047,-1.0,1
JUND,ENSG00000130522,p13.11,69.93,18279694,18281622,-1.0,19
KAAG1,ENSG00000146049,p22.3,51.84,24356903,24358285,1.0,6
KALRN,ENSG00000160145,q21.1,42.68,124080023,124726325,1.0,3
KANK1,ENSG00000107104,p24.3,42.03,470291,746106,1.0,9
KANK2,ENSG00000197256,p13.2,52.98,11164267,11197791,-1.0,19
KANK3,ENSG00000186994,p13.2,55.19,8322584,8343262,-1.0,19
KANK4,ENSG00000132854,p31.3,46.96,62236165,62319434,-1.0,1
KANSL1,ENSG00000120071,q21.31,40.92,46029916,46225389,-1.0,17
KAT2B,ENSG00000114166,p24.3,40.07,20040446,20154404,1.0,3
KAT5,ENSG00000172977,q13.1,55.16,65711996,65719604,1.0,11
KAT6A,ENSG00000083168,p11.21,38.89,41929479,42051994,-1.0,8
KAT6B,ENSG00000156650,q22.2,40.71,74824927,75032624,1.0,10
KAT7,ENSG00000136504,q21.33,42.37,49788681,49835026,1.0,17
KAT8,ENSG00000103510,p11.2,52.4,31114489,31131393,1.0,16
KAT14,ENSG00000149474,p11.23,42.25,18138118,18188387,1.0,20
KATNAL1,ENSG00000102781,q12.3,38.43,30202630,30307551,-1.0,13
KATNAL2,ENSG00000167216,q21.1,43.99,46917492,47102243,1.0,18
KATNBL1,ENSG00000134152,q14,40.54,34140674,34210096,-1.0,15
KAZALD1,ENSG00000107821,q24.31,58.72,101061989,101068131,1.0,10
KAZN,ENSG00000189337,p36.21,45.46,13892792,15118043,1.0,1
KBTBD3,ENSG00000182359,q22.3,36.0,106051098,106077459,-1.0,11
KBTBD4,ENSG00000123444,p11.2,48.88,47572197,47578976,-1.0,11
KBTBD6,ENSG00000165572,q14.11,43.14,41127569,41132802,-1.0,13
KBTBD7,ENSG00000120696,q14.11,42.19,41189834,41194569,-1.0,13
KBTBD8,ENSG00000163376,p14.1,36.69,66998307,67011210,1.0,3
KBTBD11,ENSG00000176595,p23.3,50.37,1973677,2006936,1.0,8
KBTBD12,ENSG00000187715,q21.3,39.28,127915232,127987671,1.0,3
KBTBD13,ENSG00000234438,q22.31,59.8,65076816,65079939,1.0,15
KCMF1,ENSG00000176407,p11.2,41.72,84971093,85059472,1.0,2
KCNA1,ENSG00000111262,p13.32,47.17,4909905,4918256,1.0,12
KCNA2,ENSG00000177301,p13.3,47.29,110519837,110631474,-1.0,1
KCNA3,ENSG00000177272,p13.3,56.91,110672465,110674940,-1.0,1
KCNA4,ENSG00000182255,p14.1,44.79,30009730,30017030,-1.0,11
KCNA5,ENSG00000130037,p13.32,58.63,5043879,5046788,1.0,12
KCNA6,ENSG00000151079,p13.32,56.62,4809176,4813412,1.0,12
KCNA7,ENSG00000104848,q13.33,58.18,49067418,49072941,-1.0,19
KCNA10,ENSG00000143105,p13.3,50.33,110517217,110519175,-1.0,1
KCNAB1,ENSG00000169282,q25.31,40.33,156037701,156539138,1.0,3
KCNAB2,ENSG00000069424,p36.31,56.04,5990927,6101193,1.0,1
KCNAB3,ENSG00000170049,p13.1,53.68,7921859,7929803,-1.0,17
KCNB1,ENSG00000158445,q13.13,47.83,49293394,49484297,-1.0,20
KCNB2,ENSG00000182674,q21.11,38.9,72537225,72938349,1.0,8
KCNC1,ENSG00000129159,p15.1,48.8,17734774,17856804,1.0,11
KCNC2,ENSG00000166006,q21.1,34.22,75040077,75209839,-1.0,12
KCNC3,ENSG00000131398,q13.33,59.36,50311937,50333515,-1.0,19
KCNC4,ENSG00000116396,p13.3,49.53,110211343,110283100,1.0,1
KCND1,ENSG00000102057,p11.23,53.58,48961378,48971844,-1.0,X
KCND2,ENSG00000184408,q31.31,35.19,120273175,120750337,1.0,7
KCNE2,ENSG00000159197,q22.11,43.25,34364024,34371389,1.0,21
KCNE3,ENSG00000175538,q13.4,48.41,74454841,74467729,-1.0,11
KCNE4,ENSG00000152049,q36.1,39.96,223051814,223198399,1.0,2
KCNE5,ENSG00000176076,q23,60.69,109623700,109625172,-1.0,X
KCNG1,ENSG00000026559,q13.13,52.17,51003656,51023107,-1.0,20
KCNG2,ENSG00000178342,q23,53.83,79863668,79900184,1.0,18
KCNG3,ENSG00000171126,p21,42.34,42442017,42493982,-1.0,2
KCNH1,ENSG00000143473,q32.2,41.06,210676823,211134165,-1.0,1
KCNH2,ENSG00000055118,q36.1,59.57,150944961,150978321,-1.0,7
KCNH3,ENSG00000135519,q13.12,57.69,49539030,49558337,1.0,12
KCNH5,ENSG00000140015,q23.2,36.79,62699464,63102037,-1.0,14
KCNH8,ENSG00000183960,p24.3,36.02,19148510,19535642,1.0,3
KCNIP1,ENSG00000182132,q35.1,46.29,170353487,170736632,1.0,5
KCNIP2,ENSG00000120049,q24.32,55.4,101825974,101843920,-1.0,10
KCNIP3,ENSG00000115041,q11.1,53.69,95297327,95386077,1.0,2
KCNJ2,ENSG00000123700,q24.3,41.95,70168673,70180044,1.0,17
KCNJ3,ENSG00000162989,q24.1,34.96,154697855,154858354,1.0,2
KCNJ4,ENSG00000168135,q13.1,56.52,38426327,38455199,-1.0,22
KCNJ5,ENSG00000120457,q24.3,49.98,128891356,128921163,1.0,11
KCNJ8,ENSG00000121361,p12.1,40.64,21764955,21775600,-1.0,12
KCNJ9,ENSG00000162728,q23.2,54.82,160081538,160090563,1.0,1
KCNJ10,ENSG00000177807,q23.2,44.37,159998651,160070160,-1.0,1
KCNJ11,ENSG00000187486,p15.1,63.78,17385859,17389331,-1.0,11
KCNJ12,ENSG00000184185,p11.2,58.04,21376357,21419870,1.0,17
KCNJ13,ENSG00000115474,q37.1,35.62,232765802,232776565,-1.0,2
KCNJ14,ENSG00000182324,q13.33,52.28,48455574,48466980,1.0,19
KCNJ16,ENSG00000153822,q24.3,38.41,70053429,70135608,1.0,17
KCNJ18,ENSG00000260458,p11.2,57.72,21692523,21704612,1.0,17
KCNK1,ENSG00000135750,q42.2,42.07,233614106,233672514,1.0,1
KCNK2,ENSG00000082482,q41,36.37,215005775,215237093,1.0,1
KCNK3,ENSG00000171303,p23.3,53.76,26692690,26733420,1.0,2
KCNK4,ENSG00000182450,q13.1,58.14,64291302,64300031,1.0,11
KCNK6,ENSG00000099337,q13.2,52.87,38319845,38332076,1.0,19
KCNK7,ENSG00000173338,q13.1,60.27,65592836,65595996,-1.0,11
KCNK9,ENSG00000169427,q24.3,52.02,139600838,139704109,-1.0,8
KCNK10,ENSG00000100433,q31.3,43.94,88180103,88326907,-1.0,14
KCNK12,ENSG00000184261,p16.3,49.02,47509290,47570985,-1.0,2
KCNK13,ENSG00000152315,q32.11,43.9,90061994,90185853,1.0,14
KCNK15,ENSG00000124249,q13.12,54.55,44745865,44752313,1.0,20
KCNMA1,ENSG00000156113,q22.3,43.94,76869601,77638369,-1.0,10
KCNMB1,ENSG00000145936,q35.1,49.37,170374671,170389634,-1.0,5
KCNMB3,ENSG00000171121,q26.32,41.41,179236691,179267002,-1.0,3
KCNN1,ENSG00000105642,p13.11,54.7,17951293,18000080,1.0,19
KCNN4,ENSG00000104783,q13.31,55.16,43766533,43781257,-1.0,19
KCNQ1,ENSG00000053918,p15.5,51.55,2444684,2849105,1.0,11
KCNQ2,ENSG00000075043,q13.33,62.3,63400210,63472677,-1.0,20
KCNQ3,ENSG00000184156,q24.22,43.58,132120859,132481095,-1.0,8
KCNQ4,ENSG00000117013,p34.2,55.51,40783787,40840452,1.0,1
KCNS1,ENSG00000124134,q13.12,51.72,45091214,45101127,-1.0,20
KCNS2,ENSG00000156486,q22.2,52.02,98426958,98432853,1.0,8
KCNS3,ENSG00000170745,p24.2,39.79,17877847,18361616,1.0,2
KCNT1,ENSG00000107147,q34.3,61.61,135702185,135795508,1.0,9
KCNU1,ENSG00000215262,p11.23,38.1,36784324,36936125,1.0,8
KCNV1,ENSG00000164794,q23.2,40.73,109963636,109975771,-1.0,8
KCNV2,ENSG00000168263,p24.2,41.9,2717510,2730037,1.0,9
KCTD1,ENSG00000134504,q11.2,42.61,26454910,26657401,-1.0,18
KCTD2,ENSG00000180901,q25.1,49.14,75032575,75065889,1.0,17
KCTD3,ENSG00000136636,q41,36.09,215567304,215621807,1.0,1
KCTD4,ENSG00000180332,q14.12,38.23,45192853,45194717,-1.0,13
KCTD5,ENSG00000167977,p13.3,59.23,2682523,2709030,1.0,16
KCTD6,ENSG00000168301,p14.3,40.85,58492096,58502360,1.0,3
KCTD7,ENSG00000243335,q11.21,47.34,66628767,66649067,1.0,7
KCTD9,ENSG00000104756,p21.2,37.3,25427847,25458476,-1.0,8
KCTD10,ENSG00000110906,q24.11,47.59,109448655,109477359,-1.0,12
KCTD11,ENSG00000213859,p13.1,60.44,7351889,7354944,1.0,17
KCTD12,ENSG00000178695,q22.3,43.65,76880175,76886405,-1.0,13
KCTD13,ENSG00000174943,p11.2,48.3,29905012,29926236,-1.0,16
KCTD14,ENSG00000151364,q14.1,48.21,78015715,78046191,-1.0,11
KCTD15,ENSG00000153885,q13.11,56.0,33795933,33815763,1.0,19
KCTD16,ENSG00000183775,q31.3,37.85,144170873,144485686,1.0,5
KCTD17,ENSG00000100379,q12.3,60.2,37051736,37063390,1.0,22
KCTD19,ENSG00000168676,q22.1,47.44,67289428,67326760,-1.0,16
KCTD20,ENSG00000112078,p21.31,42.39,36442767,36491143,1.0,6
KCTD21,ENSG00000188997,q14.1,47.89,78171249,78188626,-1.0,11
KDELR1,ENSG00000105438,q13.33,53.36,48382575,48391551,-1.0,19
KDELR2,ENSG00000136240,p22.1,46.74,6445953,6484190,-1.0,7
KDF1,ENSG00000175707,p36.11,51.4,26949562,26960468,-1.0,1
KDM1A,ENSG00000004487,p36.12,39.17,23019443,23083689,1.0,1
KDM1B,ENSG00000165097,p22.3,42.05,18155329,18223854,1.0,6
KDM2A,ENSG00000173120,q13.2,42.99,67119263,67258082,1.0,11
KDM2B,ENSG00000089094,q24.31,50.79,121429096,121581023,-1.0,12
